;Season;Date;Location;HomeTeam;HomeScore;AwayTeam;AwayScore;HomePenalty;AwayPenalty;Attendance;RegularPlayoff
290;2011-12 season:;2012.01.28;Houston;Houston;97;New York;84;20;16;18051;Regular
291;2011-12 season:;2012.01.29;Miami;Miami;97;Chicago;93;20;28;20054;Regular
292;2011-12 season:;2012.01.29;Boston;Boston;87;Cleveland;88;16;17;18624;Regular
293;2011-12 season:;2012.01.29;Orlando;Orlando;85;Indiana;106;15;25;18846;Regular
294;2011-12 season:;2012.01.29;Denver;Denver;105;LA Clippers;109;21;18;19495;Regular
295;2011-12 season:;2012.01.29;Minnesota;Minnesota;101;LA Lakers;106;19;18;17551;Regular
296;2011-12 season:;2012.01.29;Dallas;Dallas;101;San Antonio;100;18;17;20262;Regular
297;2011-12 season:;2012.01.29;New Jersey;New Jersey;73;Toronto;94;21;19;14319;Regular
298;2011-12 season:;2012.01.29;NO Hornets;NO Hornets;72;Atlanta;94;19;18;14962;Regular
299;2011-12 season:;2012.01.30;Washington;Washington;88;Chicago;98;20;10;18357;Regular
300;2011-12 season:;2012.01.30;Phoenix;Phoenix;99;Dallas;122;19;16;13132;Regular
301;2011-12 season:;2012.01.30;Houston;Houston;108;Minnesota;120;23;21;14264;Regular
302;2011-12 season:;2012.01.30;LA Clippers;LA Clippers;112;Oklahoma City;100;17;17;19404;Regular
303;2011-12 season:;2012.01.30;Philadelphia;Philadelphia;74;Orlando;69;17;20;16299;Regular
304;2011-12 season:;2012.01.30;Milwaukee;Milwaukee;103;Detroit;82;19;20;13103;Regular
305;2011-12 season:;2012.01.30;Utah;Utah;93;Portland;89;17;24;19328;Regular
306;2011-12 season:;2012.01.30;Memphis;Memphis;73;San Antonio;83;18;18;15118;Regular
307;2011-12 season:;2012.01.30;Miami;Miami;109;NO Hornets;95;17;19;19804;Regular
308;2011-12 season:;2012.01.31;Toronto;Toronto;77;Atlanta;100;16;16;16117;Regular
309;2011-12 season:;2012.01.31;Cleveland;Cleveland;90;Boston;93;18;20;14798;Regular
310;2011-12 season:;2012.01.31;Memphis;Memphis;100;Denver;97;21;22;13651;Regular
311;2011-12 season:;2012.01.31;New York;New York;113;Detroit;86;20;22;19763;Regular
312;2011-12 season:;2012.01.31;Indiana;Indiana;106;New Jersey;99;20;21;11408;Regular
313;2011-12 season:;2012.01.31;Golden State;Golden State;93;Sacramento;90;20;14;17753;Regular
314;2011-12 season:;2012.01.31;LA Lakers;LA Lakers;106;Charlotte;73;16;14;18997;Regular
315;2011-12 season:;2012.02.01;Philadelphia;Philadelphia;98;Chicago;82;14;15;18325;Regular
316;2011-12 season:;2012.02.01;New Jersey;New Jersey;99;Detroit;96;14;21;10504;Regular
317;2011-12 season:;2012.02.01;Utah;Utah;105;LA Clippers;107;21;25;19637;Regular
318;2011-12 season:;2012.02.01;Milwaukee;Milwaukee;105;Miami;97;17;22;16116;Regular
319;2011-12 season:;2012.02.01;Dallas;Dallas;86;Oklahoma City;95;18;20;20316;Regular
320;2011-12 season:;2012.02.01;NO Hornets;NO Hornets;103;Phoenix;120;29;16;13598;Regular
321;2011-12 season:;2012.02.01;San Antonio;San Antonio;99;Houston;91;15;22;18581;Regular
322;2011-12 season:;2012.02.01;Boston;Boston;100;Toronto;64;20;19;18624;Regular
323;2011-12 season:;2012.02.01;Orlando;Orlando;109;Washington;103;10;28;18846;Regular
324;2011-12 season:;2012.02.01;Portland;Portland;112;Charlotte;68;18;22;20608;Regular
325;2011-12 season:;2012.02.01;Minnesota;Minnesota;99;Indiana;109;25;26;15017;Regular
326;2011-12 season:;2012.02.02;New York;New York;102;Chicago;105;23;15;19763;Regular
327;2011-12 season:;2012.02.02;LA Clippers;LA Clippers;91;Denver;112;21;16;19223;Regular
328;2011-12 season:;2012.02.02;Sacramento;Sacramento;95;Portland;92;17;22;11740;Regular
329;2011-12 season:;2012.02.02;Golden State;Golden State;119;Utah;101;22;19;18123;Regular
330;2011-12 season:;2012.02.02;San Antonio;San Antonio;93;NO Hornets;81;15;22;18082;Regular
331;2011-12 season:;2012.02.02;Atlanta;Atlanta;77;Memphis;96;17;10;14211;Regular
332;2011-12 season:;2012.02.03;Orlando;Orlando;102;Cleveland;94;20;23;18933;Regular
333;2011-12 season:;2012.02.03;Denver;Denver;89;LA Lakers;93;18;17;19155;Regular
334;2011-12 season:;2012.02.03;Oklahoma City;Oklahoma City;101;Memphis;94;16;24;18203;Regular
335;2011-12 season:;2012.02.03;Philadelphia;Philadelphia;79;Miami;99;17;12;20694;Regular
336;2011-12 season:;2012.02.03;Houston;Houston;99;Phoenix;81;17;15;15941;Regular
337;2011-12 season:;2012.02.03;Toronto;Toronto;106;Washington;89;18;23;16382;Regular
338;2011-12 season:;2012.02.03;Detroit;Detroit;88;Milwaukee;80;19;22;13181;Regular
339;2011-12 season:;2012.02.03;Boston;Boston;91;New York;89;25;23;18624;Regular
340;2011-12 season:;2012.02.03;Dallas;Dallas;87;Indiana;98;14;17;20146;Regular
341;2011-12 season:;2012.02.03;New Jersey;New Jersey;105;Minnesota;108;27;18;15069;Regular
342;2011-12 season:;2012.02.04;Minnesota;Minnesota;100;Houston;91;15;20;19356;Regular
343;2011-12 season:;2012.02.04;Utah;Utah;96;LA Lakers;87;23;17;19642;Regular
344;2011-12 season:;2012.02.04;San Antonio;San Antonio;107;Oklahoma City;96;22;25;18581;Regular
345;2011-12 season:;2012.02.04;Indiana;Indiana;81;Orlando;85;23;17;18165;Regular
346;2011-12 season:;2012.02.04;Atlanta;Atlanta;87;Philadelphia;98;11;25;18012;Regular
347;2011-12 season:;2012.02.04;Milwaukee;Milwaukee;90;Chicago;113;8;20;18717;Regular
348;2011-12 season:;2012.02.04;Portland;Portland;117;Denver;97;20;17;20583;Regular
349;2011-12 season:;2012.02.04;Sacramento;Sacramento;114;Golden State;106;13;21;16411;Regular
350;2011-12 season:;2012.02.04;New York;New York;99;New Jersey;92;21;26;19763;Regular
351;2011-12 season:;2012.02.04;Phoenix;Phoenix;95;Charlotte;89;14;23;14928;Regular
352;2011-12 season:;2012.02.04;Cleveland;Cleveland;91;Dallas;88;18;16;17443;Regular
353;2011-12 season:;2012.02.04;Washington;Washington;81;LA Clippers;107;18;21;19419;Regular
354;2011-12 season:;2012.02.04;Detroit;Detroit;89;NO Hornets;87;14;19;13174;Regular
355;2011-12 season:;2012.02.05;Miami;Miami;95;Toronto;89;19;25;19802;Regular
356;2011-12 season:;2012.02.05;Boston;Boston;98;Memphis;80;15;17;18624;Regular
357;2011-12 season:;2012.02.06;New Jersey;New Jersey;87;Chicago;108;20;24;15327;Regular
358;2011-12 season:;2012.02.06;Denver;Denver;90;Houston;99;25;28;14501;Regular
359;2011-12 season:;2012.02.06;NO Hornets;NO Hornets;92;Sacramento;100;19;21;13222;Regular
360;2011-12 season:;2012.02.06;Washington;Washington;111;Toronto;108;29;33;14687;Regular
361;2011-12 season:;2012.02.06;Portland;Portland;107;Oklahoma City;111;17;27;20559;Regular
362;2011-12 season:;2012.02.06;Memphis;Memphis;84;San Antonio;89;17;19;13527;Regular
363;2011-12 season:;2012.02.06;Orlando;Orlando;102;LA Clippers;107;27;20;18846;Regular
364;2011-12 season:;2012.02.06;Philadelphia;Philadelphia;95;LA Lakers;90;13;17;20064;Regular
365;2011-12 season:;2012.02.06;Atlanta;Atlanta;90;Phoenix;99;14;16;14501;Regular
366;2011-12 season:;2012.02.06;New York;New York;99;Utah;88;26;31;19763;Regular
367;2011-12 season:;2012.02.07;Boston;Boston;94;Charlotte;84;15;11;18624;Regular
368;2011-12 season:;2012.02.07;Miami;Miami;107;Cleveland;91;22;22;20078;Regular
369;2011-12 season:;2012.02.07;Golden State;Golden State;116;Oklahoma City;119;22;25;17971;Regular
370;2011-12 season:;2012.02.07;Minnesota;Minnesota;86;Sacramento;84;20;26;14073;Regular
371;2011-12 season:;2012.02.07;Milwaukee;Milwaukee;105;Phoenix;107;13;16;13203;Regular
372;2011-12 season:;2012.02.07;Indiana;Indiana;104;Utah;99;20;20;11006;Regular
373;2011-12 season:;2012.02.08;Denver;Denver;95;Dallas;105;17;22;15970;Regular
374;2011-12 season:;2012.02.08;New Jersey;New Jersey;92;Detroit;99;19;21;10145;Regular
375;2011-12 season:;2012.02.08;Portland;Portland;96;Houston;103;22;22;20350;Regular
376;2011-12 season:;2012.02.08;Atlanta;Atlanta;97;Indiana;87;20;17;16288;Regular
377;2011-12 season:;2012.02.08;Toronto;Toronto;99;Milwaukee;105;24;15;15291;Regular
378;2011-12 season:;2012.02.08;Memphis;Memphis;85;Minnesota;80;19;15;13287;Regular
379;2011-12 season:;2012.02.08;Washington;Washington;93;New York;107;28;16;17376;Regular
380;2011-12 season:;2012.02.08;Orlando;Orlando;102;Miami;89;17;17;18972;Regular
381;2011-12 season:;2012.02.08;NO Hornets;NO Hornets;67;Chicago;90;12;13;15456;Regular
382;2011-12 season:;2012.02.08;Cleveland;Cleveland;99;LA Clippers;92;23;26;17100;Regular
383;2011-12 season:;2012.02.08;Philadelphia;Philadelphia;90;San Antonio;100;20;14;18070;Regular
384;2011-12 season:;2012.02.09;Denver;Denver;101;Golden State;109;20;23;14960;Regular
385;2011-12 season:;2012.02.09;Phoenix;Phoenix;89;Houston;96;13;12;16122;Regular
386;2011-12 season:;2012.02.09;Sacramento;Sacramento;106;Oklahoma City;101;19;24;17317;Regular
387;2011-12 season:;2012.02.09;Boston;Boston;87;LA Lakers;88;21;12;18624;Regular
388;2011-12 season:;2012.02.10;Charlotte;Charlotte;64;Chicago;95;18;15;19379;Regular
389;2011-12 season:;2012.02.10;Minnesota;Minnesota;97;Dallas;104;21;28;17119;Regular
390;2011-12 season:;2012.02.10;Detroit;Detroit;109;New Jersey;92;25;22;14320;Regular
391;2011-12 season:;2012.02.10;NO Hornets;NO Hornets;86;Portland;94;27;21;14421;Regular
392;2011-12 season:;2012.02.10;Orlando;Orlando;87;Atlanta;89;21;17;18846;Regular
393;2011-12 season:;2012.02.10;Toronto;Toronto;86;Boston;74;18;13;19207;Regular
394;2011-12 season:;2012.02.10;Washington;Washington;89;Miami;106;20;21;20282;Regular
395;2011-12 season:;2012.02.10;Cleveland;Cleveland;112;Milwaukee;113;26;25;15195;Regular
396;2011-12 season:;2012.02.10;Utah;Utah;87;Oklahoma City;101;21;20;19911;Regular
397;2011-12 season:;2012.02.10;Memphis;Memphis;98;Indiana;92;26;29;16281;Regular
398;2011-12 season:;2012.02.10;Philadelphia;Philadelphia;77;LA Clippers;78;15;23;20539;Regular
399;2011-12 season:;2012.02.10;New York;New York;92;LA Lakers;85;17;29;19763;Regular
400;2011-12 season:;2012.02.11;Milwaukee;Milwaukee;94;Orlando;99;16;13;17723;Regular
401;2011-12 season:;2012.02.11;Cleveland;Cleveland;84;Philadelphia;99;19;16;17155;Regular
402;2011-12 season:;2012.02.11;Dallas;Dallas;97;Portland;94;24;24;20457;Regular
403;2011-12 season:;2012.02.11;Sacramento;Sacramento;84;Phoenix;98;24;20;16964;Regular
404;2011-12 season:;2012.02.11;Indiana;Indiana;109;Denver;113;28;22;15313;Regular
405;2011-12 season:;2012.02.11;Charlotte;Charlotte;86;LA Clippers;111;20;28;19110;Regular
406;2011-12 season:;2012.02.11;Minnesota;Minnesota;98;New York;100;21;22;20232;Regular
407;2011-12 season:;2012.02.11;New Jersey;New Jersey;89;San Antonio;103;12;17;15272;Regular
408;2011-12 season:;2012.02.12;Boston;Boston;95;Chicago;91;23;18;18624;Regular
409;2011-12 season:;2012.02.12;Golden State;Golden State;106;Houston;97;19;17;19596;Regular
410;2011-12 season:;2012.02.12;Memphis;Memphis;88;Utah;98;19;22;14424;Regular
411;2011-12 season:;2012.02.12;Detroit;Detroit;77;Washington;98;18;18;12654;Regular
412;2011-12 season:;2012.02.12;Atlanta;Atlanta;87;Miami;107;19;14;18371;Regular
413;2011-12 season:;2012.02.12;Toronto;Toronto;92;LA Lakers;94;19;14;19311;Regular
414;2011-12 season:;2012.02.13;Dallas;Dallas;96;LA Clippers;92;21;21;20436;Regular
415;2011-12 season:;2012.02.13;Milwaukee;Milwaukee;96;Miami;114;21;22;16749;Regular
416;2011-12 season:;2012.02.13;Charlotte;Charlotte;89;Philadelphia;98;18;25;13773;Regular
417;2011-12 season:;2012.02.13;NO Hornets;NO Hornets;86;Utah;80;19;22;13562;Regular
418;2011-12 season:;2012.02.13;Golden State;Golden State;102;Phoenix;96;13;19;19106;Regular
419;2011-12 season:;2012.02.13;Orlando;Orlando;102;Minnesota;89;19;17;18846;Regular
420;2011-12 season:;2012.02.14;Indiana;Indiana;90;Miami;105;27;22;18165;Regular
421;2011-12 season:;2012.02.14;Denver;Denver;109;Phoenix;92;22;26;17873;Regular
422;2011-12 season:;2012.02.14;Memphis;Memphis;93;Houston;83;24;20;13042;Regular
423;2011-12 season:;2012.02.14;Toronto;Toronto;87;New York;90;28;18;20092;Regular
424;2011-12 season:;2012.02.14;Oklahoma City;Oklahoma City;111;Utah;85;21;21;18203;Regular
425;2011-12 season:;2012.02.14;LA Lakers;LA Lakers;86;Atlanta;78;13;15;18997;Regular
426;2011-12 season:;2012.02.14;Detroit;Detroit;95;San Antonio;99;24;25;11533;Regular
427;2011-12 season:;2012.02.14;Chicago;Chicago;121;Sacramento;115;22;21;21936;Regular
428;2011-12 season:;2012.02.14;Portland;Portland;109;Washington;124;15;25;20558;Regular
429;2011-12 season:;2012.02.15;Dallas;Dallas;102;Denver;84;23;21;19135;Regular
430;2011-12 season:;2012.02.15;Boston;Boston;88;Detroit;98;20;23;18624;Regular
431;2011-12 season:;2012.02.15;Houston;Houston;96;Oklahoma City;95;19;20;18274;Regular
432;2011-12 season:;2012.02.15;Orlando;Orlando;103;Philadelphia;87;14;18;18846;Regular
433;2011-12 season:;2012.02.15;Golden State;Golden State;91;Portland;93;17;17;17934;Regular
434;2011-12 season:;2012.02.15;Cleveland;Cleveland;98;Indiana;87;25;22;12712;Regular
435;2011-12 season:;2012.02.15;Phoenix;Phoenix;99;Atlanta;101;17;21;15392;Regular
436;2011-12 season:;2012.02.15;Minnesota;Minnesota;102;Charlotte;90;15;20;15139;Regular
437;2011-12 season:;2012.02.15;New Jersey;New Jersey;100;Memphis;105;16;18;10885;Regular
438;2011-12 season:;2012.02.15;Milwaukee;Milwaukee;89;NO Hornets;92;18;20;12829;Regular
439;2011-12 season:;2012.02.15;Toronto;Toronto;106;San Antonio;113;26;11;15999;Regular
440;2011-12 season:;2012.02.15;New York;New York;100;Sacramento;85;16;19;19763;Regular
441;2011-12 season:;2012.02.15;LA Clippers;LA Clippers;102;Washington;84;22;28;19135;Regular
442;2011-12 season:;2012.02.16;Chicago;Chicago;89;Boston;80;20;21;22592;Regular
443;2011-12 season:;2012.02.16;Portland;Portland;71;LA Clippers;74;17;22;20665;Regular
444;2011-12 season:;2012.02.16;Indiana;Indiana;93;New Jersey;88;20;23;11117;Regular
445;2011-12 season:;2012.02.17;Toronto;Toronto;91;Charlotte;98;19;18;15575;Regular
446;2011-12 season:;2012.02.17;Memphis;Memphis;103;Denver;102;16;20;15201;Regular
447;2011-12 season:;2012.02.17;Oklahoma City;Oklahoma City;110;Golden State;87;18;24;18203;Regular
448;2011-12 season:;2012.02.17;Cleveland;Cleveland;87;Miami;111;21;25;20562;Regular
449;2011-12 season:;2012.02.17;Orlando;Orlando;94;Milwaukee;85;18;28;18846;Regular
450;2011-12 season:;2012.02.17;Houston;Houston;98;Minnesota;111;21;12;16836;Regular
451;2011-12 season:;2012.02.17;LA Lakers;LA Lakers;111;Phoenix;99;11;23;18997;Regular
452;2011-12 season:;2012.02.17;Philadelphia;Philadelphia;75;Dallas;82;18;15;19369;Regular
453;2011-12 season:;2012.02.17;New York;New York;85;NO Hornets;89;17;25;19763;Regular
454;2011-12 season:;2012.02.17;Detroit;Detroit;114;Sacramento;108;15;21;14686;Regular
455;2011-12 season:;2012.02.17;Utah;Utah;114;Washington;100;22;18;18719;Regular
456;2011-12 season:;2012.02.18;Memphis;Memphis;104;Golden State;103;20;29;17151;Regular
457;2011-12 season:;2012.02.18;Chicago;Chicago;85;New Jersey;97;23;17;22300;Regular
458;2011-12 season:;2012.02.18;LA Clippers;LA Clippers;100;San Antonio;103;18;22;19217;Regular
459;2011-12 season:;2012.02.18;Portland;Portland;97;Atlanta;77;14;19;20635;Regular
460;2011-12 season:;2012.02.19;Detroit;Detroit;96;Boston;81;19;31;22076;Regular
461;2011-12 season:;2012.02.19;Indiana;Indiana;108;Charlotte;73;27;24;11673;Regular
462;2011-12 season:;2012.02.19;New Jersey;New Jersey;85;Milwaukee;92;24;23;15262;Regular
463;2011-12 season:;2012.02.19;Houston;Houston;101;Utah;85;20;23;16764;Regular
464;2011-12 season:;2012.02.19;Oklahoma City;Oklahoma City;124;Denver;118;19;22;18203;Regular
465;2011-12 season:;2012.02.19;Phoenix;Phoenix;102;LA Lakers;90;21;22;18023;Regular
466;2011-12 season:;2012.02.19;Miami;Miami;90;Orlando;78;18;10;20185;Regular
467;2011-12 season:;2012.02.19;New York;New York;104;Dallas;97;16;20;19763;Regular
468;2011-12 season:;2012.02.19;Minnesota;Minnesota;92;Philadelphia;91;12;21;18759;Regular
469;2011-12 season:;2012.02.19;Cleveland;Cleveland;93;Sacramento;92;23;25;16812;Regular
470;2011-12 season:;2012.02.20;Chicago;Chicago;90;Atlanta;79;16;17;22033;Regular
471;2011-12 season:;2012.02.20;Oklahoma City;Oklahoma City;101;NO Hornets;93;19;17;18203;Regular
472;2011-12 season:;2012.02.20;Milwaukee;Milwaukee;90;Orlando;93;19;18;13143;Regular
473;2011-12 season:;2012.02.20;LA Lakers;LA Lakers;103;Portland;92;18;20;18997;Regular
474;2011-12 season:;2012.02.20;Utah;Utah;102;San Antonio;106;24;17;19105;Regular
475;2011-12 season:;2012.02.20;Golden State;Golden State;104;LA Clippers;97;18;19;19596;Regular
476;2011-12 season:;2012.02.20;Houston;Houston;97;Memphis;93;20;24;12525;Regular
477;2011-12 season:;2012.02.20;Denver;Denver;103;Minnesota;101;22;24;17263;Regular
478;2011-12 season:;2012.02.20;New York;New York;92;New Jersey;100;25;25;19763;Regular
479;2011-12 season:;2012.02.20;Dallas;Dallas;89;Boston;73;15;18;20364;Regular
480;2011-12 season:;2012.02.20;Phoenix;Phoenix;104;Washington;88;17;23;13921;Regular
481;2011-12 season:;2012.02.21;Portland;Portland;137;San Antonio;97;21;14;20567;Regular
482;2011-12 season:;2012.02.21;Cleveland;Cleveland;101;Detroit;100;18;23;13459;Regular
483;2011-12 season:;2012.02.21;Indiana;Indiana;117;NO Hornets;108;20;24;10508;Regular
484;2011-12 season:;2012.02.21;Memphis;Memphis;89;Philadelphia;76;14;18;14258;Regular
485;2011-12 season:;2012.02.21;Miami;Miami;120;Sacramento;108;18;18;20068;Regular
486;2011-12 season:;2012.02.22;New York;New York;99;Atlanta;82;16;23;19763;Regular
487;2011-12 season:;2012.02.22;LA Clippers;LA Clippers;103;Denver;95;25;24;19163;Regular
488;2011-12 season:;2012.02.22;Toronto;Toronto;103;Detroit;93;21;23;17125;Regular
489;2011-12 season:;2012.02.22;Charlotte;Charlotte;88;Indiana;102;24;21;13458;Regular
490;2011-12 season:;2012.02.22;Dallas;Dallas;91;LA Lakers;96;20;17;20577;Regular
491;2011-12 season:;2012.02.22;New Jersey;New Jersey;91;Orlando;108;15;10;15364;Regular
492;2011-12 season:;2012.02.22;Phoenix;Phoenix;104;Golden State;106;17;18;14558;Regular
493;2011-12 season:;2012.02.22;Chicago;Chicago;110;Milwaukee;91;13;20;21507;Regular
494;2011-12 season:;2012.02.22;Minnesota;Minnesota;100;Utah;98;19;29;18776;Regular
495;2011-12 season:;2012.02.22;Oklahoma City;Oklahoma City;119;Boston;104;21;24;18203;Regular
496;2011-12 season:;2012.02.22;Cleveland;Cleveland;84;NO Hornets;89;23;26;13529;Regular
497;2011-12 season:;2012.02.22;Houston;Houston;93;Philadelphia;87;21;18;12820;Regular
498;2011-12 season:;2012.02.22;Washington;Washington;107;Sacramento;115;20;20;17085;Regular
499;2011-12 season:;2012.02.23;Oklahoma City;Oklahoma City;100;LA Lakers;85;20;18;18203;Regular
500;2011-12 season:;2012.02.23;Miami;Miami;102;New York;88;22;15;20197;Regular
501;2011-12 season:;2012.02.23;Denver;Denver;99;San Antonio;114;18;18;18875;Regular
502;2011-12 season:;2012.02.23;Atlanta;Atlanta;83;Orlando;78;12;19;14523;Regular
503;2011-12 season:;2012.02.28;Cleveland;Cleveland;83;Boston;86;17;20;15971;Regular
504;2011-12 season:;2012.02.28;LA Clippers;LA Clippers;97;Minnesota;109;23;18;19243;Regular
505;2011-12 season:;2012.02.28;Detroit;Detroit;68;Philadelphia;97;11;19;11916;Regular
506;2011-12 season:;2012.02.28;Sacramento;Sacramento;103;Utah;96;18;23;13896;Regular
507;2011-12 season:;2012.02.28;Milwaukee;Milwaukee;119;Washington;118;19;24;13548;Regular
508;2011-12 season:;2012.02.28;Indiana;Indiana;102;Golden State;78;23;25;12111;Regular
509;2011-12 season:;2012.02.28;Dallas;Dallas;92;New Jersey;93;12;21;20170;Regular
510;2011-12 season:;2012.02.28;Chicago;Chicago;99;NO Hornets;95;16;18;21919;Regular
511;2011-12 season:;2012.02.28;Houston;Houston;88;Toronto;85;15;23;13337;Regular
512;2011-12 season:;2012.02.29;Detroit;Detroit;109;Charlotte;94;25;23;14534;Regular
513;2011-12 season:;2012.02.29;New York;New York;120;Cleveland;103;22;31;19763;Regular
514;2011-12 season:;2012.02.29;Utah;Utah;104;Houston;83;16;18;18816;Regular
515;2011-12 season:;2012.02.29;Boston;Boston;102;Milwaukee;96;15;17;18624;Regular
516;2011-12 season:;2012.02.29;LA Lakers;LA Lakers;104;Minnesota;85;19;17;18997;Regular
517;2011-12 season:;2012.02.29;Memphis;Memphis;96;Dallas;85;16;16;17023;Regular
518;2011-12 season:;2012.02.29;Washington;Washington;95;Orlando;102;22;20;18688;Regular
519;2011-12 season:;2012.02.29;Denver;Denver;104;Portland;95;16;18;15715;Regular
520;2011-12 season:;2012.02.29;San Antonio;San Antonio;89;Chicago;96;19;15;18581;Regular
